From	To
P42262	GRIA2
P05981	HPN
Q86V97	KBTBD6
P48549	KCNJ3
O95970	LGI1
O95835	LATS1
Q86W92	PPFIBP1
Q9H9A6	LRRC40
Q96CX6	LRRC58
Q8N1G4	LRRC47
Q8IZ02	LRRC34
Q9H0V9	LMAN2L
O43504	LAMTOR5
Q9HBW0	LPAR2
Q52LA3	LIN52
A0A0A0MT76	IGLJ1
Q6PI73	LILRA6
Q9GZU1	MCOLN1
P43365	MAGEA12
Q9Y5V3	MAGED1
Q96T53	MBOAT4
P45983	MAPK8
Q8TCQ1	MARCHF1
Q5VYS4	MEDAG
Q06413	MEF2C
A8MYZ0	MINDY4B
Q13164	MAPK7
A6NCE7	MAP1LC3B2
P26038	MSN
P20585	MSH3
Q9NX63	CHCHD3
Q96LB1	MRGPRX2
Q9NPB6	PARD6A
P28799	GRN
Q14831	GRM7
Q2KHT4	GSG1
P68871	HBB
Q8N3Z3	GTPBP8
O95528	SLC2A10
Q9NYZ3	GTSE1
A1L0T0	ILVBL
Q8TDS4	HCAR2
Q8TD20	SLC2A12
B2CW77	KLLN
Q9NSA2	KCND1
O95843	GUCA1C
Q16695	H3-4
Q02539	H1-1
Q9GZV7	HAPLN2
Q0VDF9	HSPA14
P83110	HTRA3
P37235	HPCAL1
P0CJ74	MTRNR2L7
Q9NSC5	HOMER3
P78552	IL13RA1
Q5VWK5	IL23R
Q14197	MRPL58
O00425	IGF2BP3
P52790	HK3
Q9UPP2	IQSEC3
P35908	KRT2
Q86Y46	KRT73
Q9H910	JPT2
Q8IZA0	KIAA0319L
Q9BZI1	IRX2
Q8WYH8	ING5
P56199	ITGA1
Q96T52	IMMP2L
Q9C010	PKIB
O15503	INSIG1
Q14974	KPNB1
P78504	JAG1
C9JVW0	INAFM1
P0DMQ5	INAFM2
Q0VD86	INCA1
P51460	INSL3
O43736	ITM2A
O60271	SPAG9
P60329	KRTAP12-4
Q14571	ITPR2
Q96JJ6	JPH4
O75690	KRTAP5-8
Q96J84	KIRREL1
P12532	CKMT1A
P12532	CKMT1B
Q9BYR5	KRTAP4-2
Q99706	KIR2DL4
Q15418	RPS6KA1
Q96FN5	KIF12
Q8TAE7	KCNG3
P51812	RPS6KA3
Q13241	KLRD1
Q9NR64	KLHL1
Q9HA64	FN3KRP
Q9H7Z6	KAT8
A0A0C4DH67	IGKV1-8
Q9Y693	LHFPL6
P18428	LBP
P07098	LIPF
Q1X8D7	LRRC36
O43561	LAT
A1A4G5	LNP1
Q96PB8	LRRC3B
A6NCL2	LRCOL1
P0CW19	LIMS3
Q1L5Z9	LONRF2
Q8N149	LILRA2
Q8TAP4	LMO3
Q9HD34	LYRM4
Q969V1	MCHR2
Q7Z304	MAMDC2
O43708	GSTZ1
Q8N7X4	MAGEB6
O75444	MAF
Q8IWC1	MAP7D3
P35410	MAS1L
Q16674	MIA
A6NFX1	MFSD2B
Q9H7H0	METTL17
Q02297	NRG1
Q9HAP2	MLXIP
A0A087WXM9	MEIKIN
Q6P2C8	MED27
P00540	MOS
Q99549	MPHOSPH8
Q8IXL7	MSRB3
P0C0S5	H2AZ1
P69905	HBA1
P69905	HBA2
O95714	HERC2
Q9BSE4	HERPUD2
P04196	HRG
P35367	HRH1
Q96ED9	HOOK2
O14792	HS3ST1
A6NJ69	IGIP
Q86SU0	ILDR1
P15814	IGLL1
O95998	IL18BP
Q8NFR9	IL17RE
P14784	IL2RB
P24593	IGFBP5
P08887	IL6R
Q9Y6W8	ICOS
Q8NI38	NFKBID
P23677	ITPKA
Q9BX67	JAM3
Q9BY32	ITPA
Q99759	MAP3K3
Q8NEH6	MNS1
Q96HJ5	MS4A3
A6NI15	MSGN1
P49959	MRE11
P51512	MMP16
Q9Y4B5	MTCL1
P60323	NANOS3
O00533	CHL1
Q96L15	ART5
Q5VTT5	MYOM3
Q8N9F0	NAT8L
Q96EZ4	MYEOV
Q6IQ20	NAPEPLD
Q86XR2	NIBAN3
P20592	MX2
Q16517	NNAT
O00634	NTN3
Q9GZT8	NIF3L1
Q9C000	NLRP1
Q9UJM8	HAO1
Q8NC69	KCTD6
P14317	HCLS1
Q15751	HERC1
Q86YM7	HOMER1
Q9Y5N1	HRH3
P10321	HLA-C
P01871	IGHM
A0M8Q6	IGLC7
A6NGN9	IGLON5
Q71H61	ILDR2
Q9Y547	HSPB11
Q6ZMJ4	IL34
Q02363	ID2
Q02535	ID3
P98153	DGCR2
P20042	EIF2S2
Q13422	IKZF1
Q7Z3Y8	KRT27
Q9C075	KRT23
Q6A163	KRT39
Q6DN14	MCTP1
Q8WZA9	IRGQ
A6NDP7	MYADML2
Q96CN7	ISOC1
Q13683	ITGA7
O14732	IMPA2
P52292	KPNA2
Q9NQC1	JADE2
P16144	ITGB4
P15884	TCF4
P28290	ITPRID2
P27144	AK4
P26371	KRTAP5-9
Q07666	KHDRBS1
Q13976	PRKG1
Q8N109	KIR2DL5A
A5PL33	KRBA1
O60229	KALRN
Q92952	KCNN1
Q96RP8	KCNA7
Q12791	KCNMA1
Q8N3X6	LCORL
Q9UKR0	KLK12
Q9UNZ5	C19orf53
Q8IZD2	KMT2E
A0A0C4DH55	IGKV3D-7
A8MZ59	LEUTX
P13473	LAMP2
Q8N8F7	LSMEM1
Q3MHD2	LSM12
Q3KQU3	MAP7D1
O43283	MAP3K13
Q9NQ48	LZTFL1
A6NHS7	MANSC4
Q96LZ2	MAGEB10
P41279	MAP3K8
O43318	MAP3K7
Q8N8R3	SLC25A29
P43364	MAGEA11
Q9NXJ0	MS4A12
P01718	IGLV3-27
Q8N729	NPW
Q96RN5	MED15
Q6NW34	NEPRO
Q96EH3	MALSU1
Q9P0L2	MARK1
P55083	MFAP4
P53779	MAPK10
P04733	MT1F
Q765P7	MTSS2
Q96KJ4	MSLNL
Q14919	DRAP1
Q9HC58	SLC24A3
O15049	N4BP3
Q96M43	NBPF4
Q8WU39	MZB1
Q8N6N6	NATD1
P32519	ELF1
Q9GZT9	EGLN1
P0CG43	FAM157C
O00321	ETV2
Q8N9W8	FAM71D
Q96PZ2	FAM111A
Q13868	EXOSC2
A6NC97	FAM172BP
Q15910	EZH2
P50548	ERF
Q96RQ1	ERGIC2
Q9UKR5	ERG28
Q96SL8	FIZ1
Q53EP0	FNDC3B
Q06787	FMR1
Q7Z7B0	FILIP1
Q6PJ61	FBXO46
P0C7X4	FTH1P19
Q01362	MS4A2
Q92914	FGF11
P31995	FCGR2C
P23142	FBLN1
P02751	FN1
O15287	FANCG
Q9H461	FZD8
Q9H0R6	QRSL1
Q6P4F1	FUT10
P54826	GAS1
O76087	GAGE7
A6NGK3	GAGE10
P34059	GALNS
P57057	SLC37A1
Q96A11	GAL3ST3
Q99501	GAS2L1
Q7Z7M9	GALNT5
Q8NHY3	GAS2L2
P02792	FTL
Q04609	FOLH1
A6NER3	GAGE12J
Q53GS7	GLE1
P18507	GABRG2
Q99928	GABRG3
Q8TF64	GIPC3
Q8IWJ2	GCC2
Q04446	GBE1
P16383	GCFC2
P33402	GUCY1A2
Q6P9A2	GALNT18
A8MQT2	GOLGA8B
Q5T3I0	GPATCH4
P51654	GPC3
Q99680	GPR22
Q9ULK0	GRID1
Q9P1Z3	HCN3
Q7Z2G1	H2BW1
Q5T8I9	HENMT1
Q12840	KIF5A
Q9H252	KCNH6
Q16566	CAMK4
Q68DU8	KCTD16
A8MYU2	KCNU1
Q8TDN2	KCNV2
Q9ULS6	KCNS2
Q9P2G3	KLHL14
Q9UIC8	LCMT1
P32004	L1CAM
A0A0A0MRZ7	IGKV2D-26
Q6P1M3	LLGL2
Q96B96	LDAF1
A8MUM7	LGALS16
O95447	LCA5L
Q96EK9	KTI12
P01597	IGKV1-39
Q96DT0	LGALS12
Q9Y383	LUC7L2
Q9NS86	LANCL2
Q96M69	LRGUK
Q96L11	LLCFC1
Q5SZI1	LDLRAD2
Q8WYB5	KAT6B
Q9BY71	LRRC3
Q9NR82	KCNQ5
Q8TE12	LMX1A
Q6P1Q0	LETMD1
Q9NUN5	LMBRD1
Q9P244	LRFN1
Q8IVV2	LOXHD1
A6NI73	LILRA5
Q13136	PPFIA1
Q8TDD5	MCOLN3
P02686	MBP
P43366	MAGEB1
Q9Y6R4	MAP3K4
O95382	MAP3K6
O15481	MAGEB4
Q96N66	MBOAT7
A0A075B6I0	IGLV8-61
P0DM35	MT1HL1
A0A075B6K5	IGLV3-9
A0A075B6J1	IGLV5-37
Q9Y2X0	MED16
Q15843	NEDD8
Q7L5Y9	MAEA
Q71F56	MED13L
Q86YW9	MED12L
P29966	MARCKS
Q9ULX9	MAFF
Q5U5Q3	MEX3C
A9UHW6	MIF4GD
Q96A46	SLC25A28
Q6J272	FAM166A
Q9H9B1	EHMT1
Q05BU3	FAM86JP
O14944	EREG
F2Z333	FNDC10
Q9Y2H6	FNDC3A
Q9Y5Z7	HCFC2
O15197	EPHB6
P22087	FBL
Q9UGM5	FETUB
P22607	FGFR3
Q9UH90	FBXO40
Q13643	FHL3
P07332	FES
Q96DB9	FXYD5
Q9NVI1	FANCI
Q8N4E7	FTMT
A0AVI2	FER1L5
O60774	FMO6P
P10070	GLI2
Q8TEQ6	GEMIN5
O14610	GNGT2
P51674	GPM6A
P30968	GNRHR
P04899	GNAI2
Q86SR1	GALNT10
Q8TDV5	GPR119
Q7Z602	GPR141
Q86YW7	GPHB5
Q5T848	GPR158
P02008	HBZ
P09341	CXCL1
Q75N03	CBLL1
O00178	GTPBP1
Q9NZI5	GRHL1
P49019	HCAR3
Q9Y5R4	HEMK1
Q9NWT6	HIF1AN
Q02156	PRKCE
Q9H2S1	KCNN2
Q6JVE6	LCN10
Q53H82	LACTB2
P01594	IGKV1-33
P16150	SPN
Q86WU2	LDHD
O43766	LIAS
Q8IYD9	LAS2
Q9HCC9	ZFYVE28
O15116	LSM1
Q6ZRR7	LRRC9
Q9P2M1	LRP2BP
Q86VH4	LRRTM4
Q86X40	LRRC28
Q9HAT1	LMAN1L
Q8N485	LIX1
Q96KR4	LMLN
Q9Y234	LIPT1
Q6ZMQ8	AATK
Q8IVH8	MAP4K3
O60476	MAN1A2
Q8TC05	MDM1
O60299	LZTS3
O60336	MAPKBP1
Q8WZ33	MAFIP
P11226	MBL2
Q9H9K5	ERVMER34-1
Q14696	MESD
P35240	NF2
Q6NUT3	MFSD12
Q4VC31	MIX23
Q6UX53	METTL7B
Q96HT8	MRFAP1L1
Q9NZJ7	MTCH1
P78417	GSTO1
Q9H4S2	GSX1
Q16478	GRIK5
O60443	GSDME
Q9C0E4	GRIP2
P51858	HDGF
Q96MH2	HEXIM2
Q6MZM0	HEPHL1
P20823	HNF1A
Q9UBC0	ONECUT1
Q8NCD3	HJURP
Q58FG1	HSP90AA4P
Q9BVR0	HERC2P3
P0DOY2	IGLC2
Q9NX55	HYPK
P60842	EIF4A1
Q9H1B7	IRF2BPL
Q9NZH6	IL37
Q9H1K1	ISCU
Q6IE38	SPINK14
Q99456	KRT12
Q6GPH6	ITPRIPL1
Q6PHW0	IYD
Q6UXX5	ITIH6
P57087	JAM2
Q96S16	JMJD8
Q6ZNG9	KRBA2
P17540	CKMT2
A8MTY7	KRTAP9-7
Q12809	KCNH2
Q9NQR1	KMT5A
Q8IU85	CAMK1D
Q96SI1	KCTD15
Q7Z3B3	KANSL1
Q9HB15	KCNK12
Q6JEL2	KLHL10
Q9H427	KCNK15
Q92993	KAT5
Q6JVE5	LCN12
Q6JVE9	LCN8
P31025	LCN1
A0A075B6S5	IGKV1-27
Q5T5A8	LCE3C
Q6ZQX7	LIAT1
Q14657	LAGE3
Q5TA78	LCE4A
Q9UQV4	LAMP3
O75197	LRP5
Q96MC6	MFSD14A
Q9NRN9	METTL5
Q14D04	VEPH1
Q96ER9	CCDC51
Q9H3L0	MMADHC
Q6ZSM3	SLC16A12
Q504T8	MIDN
P09238	MMP10
Q93083	MT1L
Q14686	NCOA6
Q86W24	NLRP14
P54296	MYOM2
Q14596	NBR1
Q5VVJ2	MYSM1
Q15120	PDK3
Q3SYA9	POM121L1P
Q9ULC6	PADI1
Q8N699	MYCT1
P10244	MYBL2
Q86UY6	NAA40
O96009	NAPSA
Q9H009	NACA2
P48645	NMU
Q8TAU0	NKX2-3
Q9NX24	NHP2
Q8IVI9	NOSTRIN
Q13287	NMI
Q6ZUT1	NKAPD1
A8MWY0	ELAPOR2
Q3SY89	ELOA3BP
Q8NFI3	ENGASE
Q9HB03	ELOVL3
Q9NZB2	FAM120A
Q6P1L5	FAM117B
A8MX19	FAM90A12P
Q6NSI3	FAM53A
Q5RKV6	EXOSC6
A8MZ36	EVPLL
A1A519	FAM170A
A8MVW0	FAM171A2
Q5VUB5	FAM171A1
O76042	ERC2-IT1
Q5RHP9	ERICH3
Q86X53	ERICH1
Q9Y5Y0	FLVCR1
Q9UF33	EPHA6
P11166	SLC2A1
Q8N3F9	GPR137C
Q96A29	SLC35C1
Q11130	FUT7
Q9UF56	FBXL17
Q96IV6	FAXDC2
Q6IN97	FRMPD2B
Q5SYB0	FRMPD1
Q4V321	GAGE13
P85037	FOXK1
Q6PIV2	FOXR1
Q6P531	GGT6
Q9UEU5	GAGE2D
Q9UEU5	GAGE8
P48060	GLIPR1
A0A1W2PPG7	GNG14
Q17RS7	GEN1
P55040	GEM
Q96EK6	GNPNAT1
Q7Z4T8	GALNTL5
Q8TDV2	GPR148
Q4AE62	GTDC1
Q6UXU4	GSG1L
Q96MM7	HS6ST2
Q9BYW1	SLC2A11
Q8N442	GUF1
P84243	H3-3A
P84243	H3-3B
P13807	GYS1
Q76N89	HECW1
P04233	CD74
Q9BQS7	HEPH
Q03164	KMT2A
Q6PI47	KCTD18
O43474	KLF4
Q4FZB7	KMT5B
P01601	IGKV1D-16
Q6UWM7	LCTL
Q7Z4F1	LRP10
P19878	NCF2
Q6UY01	LRRC31
Q8IUZ0	LRRC49
Q5VYY2	LIPM
Q8N6C8	LILRA3
Q6UY18	LINGO4
Q8NG48	LINS1
Q99732	LITAF
Q6UWQ5	LYZL1
A6NDZ8	MBD3L4
O00187	MASP2
Q9P127	LUZP4
Q96MC5	BMERB1
Q9H2D1	SLC25A32
Q16819	MEP1A
Q9BY79	MFRP
P0DMT0	MRLN
Q8TCY5	MRAP
Q6ZTZ1	MSANTD1
Q9Y5R2	MMP24
Q13613	MTMR1
Q86T75	NBPF11
P0DPF2	NBPF20
Q96MN2	NLRP4
Q8N6I1	EID2
P17813	ENG
O75487	GPC4
O95249	GOSR1
P49685	GPR15
Q14416	GRM2
Q68CZ6	HAUS3
Q49A26	GLYR1
P02724	GYPA
P48507	GCLM
O15499	GSC2
O75146	HIP1R
P48723	HSPA13
Q12988	HSPB3
Q969F9	HPS3
Q8IX15	HOMEZ
Q6UXB1	IGFL3
P01579	IFNG
P20810	CAST
P17936	IGFBP3
Q14602	ID2B
P41134	ID1
Q05BQ5	MBTD1
Q9BUE6	ISCA1
P10914	IRF1
A1A4Y4	IRGM
Q8NA54	IQUB
P04264	KRT1
P12035	KRT3
A6NCM1	IQCA1L
Q96AB3	ISOC2
P0C7M6	IQCF3
Q96SY0	INTS14
Q15053	KIAA0040
Q5DT21	SPINK9
Q9Y287	ITM2B
Q9ULH0	KIDINS220
Q9BYP9	KRTAP9-9
Q9BYQ2	KRTAP9-4
Q9NS87	KIF15
Q3LI61	KRTAP20-2
P13861	PRKAR2A
P46020	PHKA1
Q02241	KIF23
P48729	CSNK1A1
Q9NVR0	KLHL11
Q9UBS0	RPS6KB2
Q9NS61	KCNIP2
Q9NZS2	KLRF1
O43679	LDB2
O76015	KRT38
O75676	RPS6KA4
Q4G0X4	KCTD21
P07195	LDHB
Q05315	CLC
Q8IV20	LACC1
Q9UPM6	LHX6
Q5TA81	LCE2C
Q9Y5X9	LIPG
Q8WWY8	LIPH
Q8NHZ7	MBD3L2
Q8NDY4	MDS2
Q5U623	ATF7IP2
P43356	MAGEA2
P43356	MAGEA2B
A0A075B6H9	IGLV4-69
Q3KP22	MAJIN
Q14676	MDC1
A0A075B6K6	IGLV4-3
Q538Z0	LUZP6
Q5TFE4	NT5DC1
Q9HBH9	MKNK2
Q9UBM8	MGAT4C
Q6NVV0	MKRN9P
Q8IY33	MICALL2
Q14872	MTF1
O43639	NCK2
P41271	NBL1
Q99417	MYCBP
Q8IXF0	NPAS3
P01185	AVP
P17677	GAP43
Q9HAS0	C17orf75
P46531	NOTCH1
O00712	NFIB
P30550	GRPR
P29375	KDM5A
Q13442	PDAP1
Q3ZCU0	GVQW3
Q16777	H2AC20
B0YJ81	HACD1
Q9Y241	HIGD1A
Q13547	HDAC1
Q9UBI9	HECA
Q96JK4	HHIPL1
Q9UBN7	HDAC6
Q86WZ0	HEATR4
Q9ULV5	HSF4
A0A1B0GTS1	HSFX4
P09601	HMOX1
P50135	HNMT
Q8N3J3	HROB
P52597	HNRNPF
Q9BPY8	HOPX
P19622	EN2
C9JCN9	HSBP1L1
P08069	IGF1R
P01857	IGHG1
Q6ZQW0	IDO2
P27930	IL1R2
P05000	IFNW1
Q9NZI8	IGF2BP1
P13164	IFITM1
Q5T764	IFIT1B
P05112	IL4
Q9P2D0	IBTK
P13647	KRT5
Q86VS3	IQCH
O15225	INE1
O94854	KIAA0754
P23229	ITGA6
Q9GZP8	IMUP
Q9NX62	BPNT2
Q96J02	ITCH
P19827	ITIH1
O15397	IPO8
P60412	KRTAP10-11
Q8NHM5	KDM2B
P60411	KRTAP10-9
P60014	KRTAP10-10
Q96EK5	KIFBP
Q701N2	KRTAP5-5
O75037	KIF21B
P50053	KHK
Q86Y91	KIF18B
Q53RY4	KRTCAP3
Q8N371	KDM8
Q9BW62	KATNAL1
B7ZC32	KIF28P
O43790	KRT86
Q9UJP4	KLHL21
P78385	KRT83
Q13886	KLF9
Q9P2N7	KLHL13
Q8TDN1	KCNG4
Q06136	KDSR
A0A0C4DH25	IGKV3D-20
Q8N5H3	FAM89B
O75581	LRP6
Q15345	LRRC41
Q96GA3	LTV1
Q8TD35	LKAAEAR1
Q8IZK6	MCOLN2
Q9NS73	MBIP
P80192	MAP3K9
O75951	LYZL6
Q7L2J0	MEPCE
Q9H3U5	MFSD1
Q8NDA8	MROH1
A6NES4	MROH2A
O43196	MSH5
Q8N565	MREG
Q86SM8	MRGPRE
Q9H903	MTHFD2L
Q9BTC8	MTA3
Q8N387	MUC15
Q2M296	MTHFSD
Q96NK8	NEUROD6
P15172	MYOD1
Q9UIF7	MUTYH
Q6ZS30	NBEAL1
P02689	PMP2
Q9H094	NBPF3
O43593	HR
P10746	UROS
Q96S86	HAPLN3
Q6YN16	HSDL2
P04553	PRM1
Q6NT76	HMBOX1
A8MTL9	HMSD
Q00839	HNRNPU
Q14626	IL11RA
Q8WUF5	PPP1R13L
P14902	IDO1
P05362	ICAM1
Q6UXL0	IL20RB
P55010	EIF5
Q9H293	IL25
Q9NYY1	IL20
Q8IZI9	IFNL3
Q659A1	ICE2
Q14623	IHH
P24001	IL32
Q8WX77	IGFBPL1
O00221	NFKBIE
P31785	IL2RG
P31267	HOXA6
P41091	EIF2S3
P05231	IL6
Q15653	NFKBIB
Q86UL8	MAGI2
A0A075B6K4	IGLV3-10
P31268	HOXA7
A0A0C4DH33	IGHV1-24
P14651	HOXB3
P22301	IL10
P04201	MAS1
P0CG04	IGLC1
B1ANH7	IBA57-DT
A0JLT2	MED19
Q6PJG2	MIDEAS
O95867	LY6G6C
O00339	MATN2
Q9NZL9	MAT2B
O15232	MATN3
Q6ZN28	MACC1
P20794	MAK
Q9BQ69	MACROD1
A0A1B0GVS7	MDFIC2
A1Z1Q3	MACROD2
Q9P1T7	MDFIC
Q14210	LY6D
Q99750	MDFI
P17509	HOXB6
Q16553	LY6E
A0A0B4J1V1	IGHV3-21
Q92839	HAS1
P01768	IGHV3-30
C9JLW8	MCRIP1
Q8N1E2	LYG1
Q9Y283	INVS
Q8IYS2	KIAA2013
Q96PQ5	PPP1R2P1
Q15306	IRF4
Q9Y5U9	IER3IP1
Q9NZN1	IL1RAPL1
Q6DN12	MCTP2
Q9NXR8	ING3
P55103	INHBC
Q9NV88	INTS9
Q9HCI6	KIAA1586
Q2LD37	KIAA1109
Q92551	IP6K1
O95050	INMT
Q96M32	AK7
Q15652	JMJD1C
P60409	KRTAP10-7
P60331	KRTAP10-1
P17275	JUNB
O75525	KHDRBS3
Q701N4	KRTAP5-2
Q3LHN1	KRTAP21-3
Q14525	KRT33B
Q16719	KYNU
P0DP09	IGKV1-13
A0A0A0MT36	IGKV6D-21
Q9NXB0	MKS1
Q5JXC2	MIIP
P20774	OGN
Q6PF18	MORN3
Q5VZ52	MORN5
P39210	MPV17
P30305	CDC25B
Q8N594	MPND
Q9NZB8	MOCS1
Q7Z3U7	MON2
P08253	MMP2
P14598	NCF1
Q04900	CD164
Q9UHQ9	CYB5R1
Q6BCY4	CYB5R2
Q9HCD5	NCOA5
O95944	NCR2
Q9UKX2	MYH2
O75592	MYCBP2
Q9NZP6	NPAP1
Q8IWA4	MFN1
Q9UGB7	MIOX
O00587	MFNG
P28482	MAPK1
Q9Y5S2	CDC42BPB
P25713	MT3
O43312	MTSS1
Q8NCU8	MTLN
Q99972	MYOC
Q5T1S8	NCMAP
Q58DX5	NAALADL2
Q69YL0	NCBP2AS2
Q9NXR1	NDE1
Q5TBK1	N4BP2L1
P13533	MYH6
Q15270	NKX1-1
P12882	MYH1
Q14207	NPAT
Q9BR09	NEURL2
Q9GZQ6	NPFFR1
P69849	NOMO3
P49821	NDUFV1
Q9H2A3	NEUROG2
P40967	PMEL
Q969W9	PMEPA1
P61916	NPC2
Q8NFZ4	NLGN2
Q7Z6G3	NECAB2
Q9ULW6	NAP1L2
Q8IY17	PNPLA6
Q6P1K2	PMF1
Q6ZV29	PNPLA7
Q8TBY8	PMFBP1
Q9H307	PNN
Q08209	PPP3CA
O60733	PLA2G6
P16298	PPP3CB
P07738	BPGM
Q9BXM7	PINK1
Q96PX9	PLEKHG4B
P48454	PPP3CC
Q9HB21	PLEKHA1
A6NC86	PINLYP
Q9HB19	PLEKHA2
O15428	PIN1P1
Q9HB20	PLEKHA3
Q9UKJ1	PILRA
Q9H4M7	PLEKHA4
Q8WZA1	POMGNT1
Q9UKJ0	PILRB
Q9HAU0	PLEKHA5
Q99463	NPY6R
Q6IQ23	PLEKHA7
A0A0B4J2F0	PIGBOS1
Q96JA3	PLEKHA8
O95397	PLEKHA8P1
Q9UF11	PLEKHB1
A8MPX8	PP2D1
O15239	NDUFA1
Q96CS7	PLEKHB2
O43678	NDUFA2
P51957	NEK4
Q8TAT6	NPLOC4
O95167	NDUFA3
Q86U38	NOP9
Q8N5I9	NOPCHAP1
P51956	NEK3
Q8NC60	NOA1
O95139	NDUFB6
O75694	NUP155
P78549	NTHL1
Q96IY1	NSL1
Q9NZJ9	NUDT4
Q9UH64	CDKN2A-DT
Q8WV74	NUDT8
Q15646	OASL
Q8NGT7	OR2A12
Q9NPH6	OBP2B
Q9Y5G8	PCDHGA5
Q92968	PEX13
Q9Y536	PPIAL4A
P0DJD8	PGA3
Q9H5J4	ELOVL6
A0A494C0Y3	FAM246A
Q3B820	FAM161A
Q96DP5	MTFMT
Q9NQ30	ESM1
Q68DA7	FMN1
O75474	FRAT2
O95177	GAS8-AS1
O95257	GADD45G
P35575	G6PC1
Q9NZ52	GGA3
P0CL82	GAGE12I
Q8IW92	GLB1L2
P14867	GABRA1
Q9NQX3	GPHN
Q6DWJ6	GPR139
P47775	GPR12
Q13322	GRB10
P46091	CMKLR2
P0DPK2	H3Y1
Q6MZN7	HCP5
Q9Y2N7	HIF3A
P54198	HIRA
Q3SXM5	HSDL1
P04792	HSPB1
P0DMP1	MTRNR2L12
Q8WVV9	HNRNPLL
O14979	HNRNPDL
P41235	HNF4A
P17693	HLA-G
P07900	HSP90AA1
Q5T953	IER5L
Q01638	IL1RL1
Q8IY31	IFT20
P32927	CSF2RB
Q01344	IL5RA
P24592	IGFBP6
A0A075B6J9	IGLV2-18
Q9H0B3	IQCN
Q86T90	KIAA1328
O43187	IRAK2
Q9NQ38	SPINK5
P58166	INHBE
Q9H9V9	JMJD4
Q96AA8	JAKMIP2
Q6ZRS4	ITPRID1
P60413	KRTAP10-12
Q3LI58	KRTAP21-1
Q6L8G4	KRTAP5-11
A6NCN2	KRT87P
Q96M94	KLHL15
Q9C0H6	KLHL4
O95600	KLF8
P48050	KCNJ4
P56696	KCNQ4
Q96ES6	MFSD3
A4D2G3	OR2A25
Q9Y2G5	POFUT2
A6NGQ2	OOEP
Q9H4L5	OSBPL3
Q8NGZ0	OR2AJ1
O95156	NXPH2
Q9NPJ8	NXT2
Q7RTW8	OTOA
Q6ZRI0	OTOG
Q8NHW6	OTOS
Q8NGL0	OR5L2
Q53FV1	ORMDL2
Q9UBU9	NXF1
Q8NGG6	OR8B12
Q8NGX8	OR6Y1
Q9GZK4	OR2H1
Q8NG95	OR7G3
Q8NGL4	OR5D13
Q8NGL3	OR5D14
Q9NVV4	MTPAP
Q460N5	PARP14
Q9Y6V0	PCLO
A6NDB9	PALM3
O43252	PAPSS1
Q15116	PDCD1
Q9H074	PAIP1
Q53EL6	PDCD4
Q9H8Q6	HEXA-AS1
Q86WN2	IFNE
P54105	CLNS1A
Q9GZV4	EIF5A2
A0A0C4DH29	IGHV1-3
P35527	KRT9
Q14653	IRF3
Q6NSI8	SANBR
Q8IU57	IFNLR1
P27987	ITPKB
Q9UHH9	IP6K2
Q8TEX9	IPO4
Q2T9L4	INSYN1
Q5TCS8	AK9
Q15811	ITSN1
O75164	KDM4A
P17535	JUND
P05412	JUN
Q13572	ITPK1
A8MXZ3	KRTAP9-1
Q3LI83	KRTAP24-1
Q3LI67	KRTAP6-3
Q14145	KEAP1
P31323	PRKAR2B
Q92953	KCNB2
Q99661	KIF2C
Q6PF15	KLHL35
P78386	KRT85
Q9Y6J6	KCNE2
A0A075B6S4	IGKV1D-17
A0A0C4DH72	IGKV1-6
Q2VYF4	LETM2
Q3ZCW2	LGALSL
Q6DKI2	LGALS9C
A4D0S4	LAMB4
Q9UIQ6	LNPEP
P42166	TMPO
O14633	LCE2B
P05162	LGALS2
Q969E1	LEAP2
Q3SXY7	LRIT3
Q8N2S1	LTBP4
Q96LR2	LURAP1
B2RTY4	MYO9A
Q50LG9	LRRC24
Q5T7N2	L1TD1
Q6NSJ5	LRRC8E
O75427	LRCH4
Q99677	LPAR4
Q0VAK6	LMOD3
O75335	PPFIA4
P21145	MAL
Q8IV50	LYSMD2
P43358	MAGEA4
Q03112	MECOM
A4D2B0	MBLAC1
P32245	MC4R
A0A075B6I1	IGLV4-60
Q9BXT6	MOV10L1
Q9H6Y5	MAGIX
A0A0A0MS00	IGLV3-32
P01721	IGLV6-57
Q8IX19	MCEMP1
Q8WWC4	MAIP1
P43243	MATR3
C9JG80	NPIPB4
P08473	MME
A8MRT5	NPIPB5
Q49MG5	MAP9
P12980	LYL1
Q6UXB3	LYPD2
P15529	CD46
P53778	MAPK12
Q641Q3	METRNL
Q0VG99	MESP2
Q99797	MIPEP
P0C617	OR5AL1
Q8NHA4	OR2AE1
Q9P2P1	NYNRIN
Q8TAD7	OCC1
P0DN82	OR12D1
Q9P0S3	ORMDL1
Q8NGS4	OR13F1
Q16625	OCLN
O95221	OR5F1
Q8NGG2	OR5T2
P0C7N5	OR8U9
Q8NGQ5	OR9Q1
Q8NH03	OR2T3
Q8NGH3	OR2D3
Q9Y585	OR1A2
Q96SN7	ORAI2
A6NH00	OR2T8
A6NFC9	OR2W5P
Q08499	PDE4D
Q9BYE7	PCGF6
Q9BT23	LIMD2
O60500	NPHS1
Q7Z494	NPHP3
A0A075B6I7	IGLV5-48
Q9BXY0	MAK16
P20916	MAG
A0A087WSX0	IGLV5-45
Q16655	MLANA
